Sample in Buffer,Sample in Window,TRIGGER,hdmi_in_i/hdmi2rgb_0/U0/DataDecoders[0].DecoderX/PhaseAlignX/pState_1[3:0],hdmi_in_i/hdmi2rgb_0/U0/DataDecoders[0].DecoderX/PhaseAlignX/pState[10:5],hdmi_in_i/hdmi2rgb_0/U0/DI[26:0]
4088,4088,0,0,10,0000000
4089,4089,0,0,10,0000000
4090,4090,0,0,10,0000000
4091,4091,0,0,10,0000000
4092,4092,0,0,10,0000000
4093,4093,0,0,10,0000000
4094,4094,0,0,10,0000000
4095,4095,0,0,10,0000000
4096,4096,1,0,10,0000000
4097,4097,0,0,10,0000000
4098,4098,0,0,10,0000000
4099,4099,0,0,10,0000000
4100,4100,0,0,10,0000000
4101,4101,0,0,10,0000000
4102,4102,0,0,10,0000000
4103,4103,0,0,10,0000000
4104,4104,0,0,10,0000000
4105,4105,0,0,10,0000000
4106,4106,0,0,10,0000000
4107,4107,0,0,10,0000000
4108,4108,0,0,10,0000000
4109,4109,0,0,10,0000000
4110,4110,0,0,10,0000000
4111,4111,0,0,10,0000000
4112,4112,0,0,10,0000000
4113,4113,0,0,10,0000000
4114,4114,0,0,10,0000000
4115,4115,0,0,10,0000000
4116,4116,0,0,10,0000000
4117,4117,0,0,10,0000000
4118,4118,0,0,10,0000000
4119,4119,0,0,10,0000000
4120,4120,0,0,10,0000000
4121,4121,0,0,10,0000000
4122,4122,0,0,10,0000000
4123,4123,0,0,10,0000000
4124,4124,0,0,10,0000000
4125,4125,0,0,10,0000000
4126,4126,0,0,10,0000000
4127,4127,0,0,10,0000000
4128,4128,0,0,10,0000000
4129,4129,0,0,10,0000000
4130,4130,0,0,10,0000000
4131,4131,0,0,10,0000000
4132,4132,0,0,10,0000000
4133,4133,0,0,10,0000000
4134,4134,0,0,10,0000000
4135,4135,0,0,10,0000000
4136,4136,0,0,10,0000000
4137,4137,0,0,10,0000000
4138,4138,0,0,10,0000000
4139,4139,0,0,10,0000000
4140,4140,0,0,10,0000000
4141,4141,0,0,10,0000000
4142,4142,0,0,10,0000000
4143,4143,0,0,10,0000000
4144,4144,0,0,10,0000000
4145,4145,0,0,10,0000000
4146,4146,0,0,10,0000000
4147,4147,0,0,10,0000000
4148,4148,0,0,10,0000000
4149,4149,0,0,10,0000000
4150,4150,0,0,10,0000000
4151,4151,0,0,10,0000000
4152,4152,0,0,10,0000000
4153,4153,0,0,10,0000000
4154,4154,0,0,10,0000000
4155,4155,0,0,10,0000000
4156,4156,0,0,10,0000000
4157,4157,0,0,10,0000000
4158,4158,0,0,10,0000000
4159,4159,0,0,10,0000000
4160,4160,0,0,10,0000000
4161,4161,0,0,10,0000000
4162,4162,0,0,10,0000000
4163,4163,0,0,10,1000000
4164,4164,0,0,10,1000000
4165,4165,0,0,10,1000000
4166,4166,0,0,10,1000000
4167,4167,0,0,10,1000000
4168,4168,0,0,10,1000000
4169,4169,0,0,10,1000000
4170,4170,0,0,10,1000000
4171,4171,0,0,10,1000000
4172,4172,0,0,10,1000000
4173,4173,0,0,10,1000000
4174,4174,0,0,10,1000000
4175,4175,0,0,10,1000000
4176,4176,0,0,10,1000000
4177,4177,0,0,10,1000000
4178,4178,0,0,10,1000000
4179,4179,0,0,10,1000000
4180,4180,0,0,10,1000000
4181,4181,0,0,10,1000000
4182,4182,0,0,10,1000000
4183,4183,0,0,10,1000000
4184,4184,0,0,10,1000000
4185,4185,0,0,10,1000000
4186,4186,0,0,10,1000000
4187,4187,0,0,10,1000000
4188,4188,0,0,10,1000000
4189,4189,0,0,10,1000000
4190,4190,0,0,10,1000000
4191,4191,0,0,10,1000000
4192,4192,0,0,10,1000000
4193,4193,0,0,10,1000000
4194,4194,0,0,10,1000000
4195,4195,0,0,10,1000000
4196,4196,0,0,10,1000000
4197,4197,0,0,10,1000000
4198,4198,0,0,10,1000000
4199,4199,0,0,10,1000000
4200,4200,0,0,10,1000000
4201,4201,0,0,10,1000000
4202,4202,0,0,10,1000000
4203,4203,0,0,10,1000000
4204,4204,0,0,10,1000000
4205,4205,0,0,10,1000000
4206,4206,0,0,10,1000000
4207,4207,0,0,10,1000000
4208,4208,0,0,10,1000000
4209,4209,0,0,10,1000000
4210,4210,0,0,10,1000000
4211,4211,0,0,10,1000000
4212,4212,0,0,10,1000000
4213,4213,0,0,10,1000000
4214,4214,0,0,10,1000000
4215,4215,0,0,10,1000000
4216,4216,0,0,10,1000000
4217,4217,0,0,10,1000000
4218,4218,0,0,10,1000000
4219,4219,0,0,10,1000000
4220,4220,0,0,10,1000000
4221,4221,0,0,10,1000000
4222,4222,0,0,10,1000000
4223,4223,0,0,10,1000000
4224,4224,0,0,10,1000000
4225,4225,0,0,10,1000000
4226,4226,0,0,10,1000000
4227,4227,0,0,10,1000000
4228,4228,0,0,10,1000000
4229,4229,0,0,10,1000000
4230,4230,0,0,10,1000000
4231,4231,0,0,10,1000000
4232,4232,0,0,10,1000000
4233,4233,0,0,10,1000000
4234,4234,0,0,10,1000000
4235,4235,0,0,10,1000000
4236,4236,0,0,10,1000000
4237,4237,0,0,10,1000000
4238,4238,0,0,10,1000000
4239,4239,0,0,10,1000000
4240,4240,0,0,10,1000000
4241,4241,0,0,10,1000000
4242,4242,0,0,10,1000000
4243,4243,0,0,10,1000000
4244,4244,0,0,10,1000000
4245,4245,0,0,10,1000000
4246,4246,0,0,10,1000000
4247,4247,0,0,10,1000000
4248,4248,0,0,10,1000000
4249,4249,0,0,10,1000000
4250,4250,0,0,10,1000000
4251,4251,0,0,10,1000000
4252,4252,0,0,10,1000000
4253,4253,0,0,10,1000000
4254,4254,0,0,10,1000000
4255,4255,0,0,10,1000000
4256,4256,0,0,10,1000000
4257,4257,0,0,10,1000000
4258,4258,0,0,10,1000000
4259,4259,0,0,10,1000000
4260,4260,0,0,10,1000000
4261,4261,0,0,10,1000000
4262,4262,0,0,10,1000000
4263,4263,0,0,10,1000000
4264,4264,0,0,10,1000000
4265,4265,0,0,10,1000000
4266,4266,0,0,10,1000000
4267,4267,0,0,10,1000000
4268,4268,0,0,10,1000000
4269,4269,0,0,10,1000000
4270,4270,0,0,10,1000000
4271,4271,0,0,10,1000000
4272,4272,0,0,10,1000000
4273,4273,0,0,10,1000000
4274,4274,0,0,10,1000000
4275,4275,0,0,10,1000000
4276,4276,0,0,10,1000000
4277,4277,0,0,10,1000000
4278,4278,0,0,10,1000000
4279,4279,0,0,10,1000000
4280,4280,0,0,10,1000000
4281,4281,0,0,10,1000000
4282,4282,0,0,10,1000000
4283,4283,0,0,10,1000000
4284,4284,0,0,10,1000000
4285,4285,0,0,10,1000000
4286,4286,0,0,10,1000000
4287,4287,0,0,10,1000000
4288,4288,0,0,10,1000000
4289,4289,0,0,10,1000000
4290,4290,0,0,10,1000000
4291,4291,0,0,10,1000000
4292,4292,0,0,10,1000000
4293,4293,0,0,10,1000000
4294,4294,0,0,10,1000000
4295,4295,0,0,10,1000000
4296,4296,0,0,10,1000000
4297,4297,0,0,10,1000000
4298,4298,0,0,10,1000000
4299,4299,0,0,10,1000000
4300,4300,0,0,10,1000000
4301,4301,0,0,10,1000000
4302,4302,0,0,10,1000000
4303,4303,0,0,10,1000000
4304,4304,0,0,10,1000000
4305,4305,0,0,10,1000000
4306,4306,0,0,10,1000000
4307,4307,0,0,10,1000000
4308,4308,0,0,10,1000000
4309,4309,0,0,10,1000000
4310,4310,0,0,10,1000000
4311,4311,0,0,10,1000000
4312,4312,0,0,10,1000000
4313,4313,0,0,10,1000000
4314,4314,0,0,10,1000000
4315,4315,0,0,10,1000000
4316,4316,0,0,10,1000000
4317,4317,0,0,10,1000000
4318,4318,0,0,10,1000000
4319,4319,0,0,10,1000000
4320,4320,0,0,10,1000000
4321,4321,0,0,10,1000000
4322,4322,0,0,10,1000000
4323,4323,0,0,10,1000000
4324,4324,0,0,10,1000000
4325,4325,0,0,10,1000000
4326,4326,0,0,10,1000000
4327,4327,0,0,10,1000000
4328,4328,0,0,10,1000000
4329,4329,0,0,10,1000000
4330,4330,0,0,10,1000000
4331,4331,0,0,10,1000000
4332,4332,0,0,10,1000000
4333,4333,0,0,10,1000000
4334,4334,0,0,10,1000000
4335,4335,0,0,10,1000000
4336,4336,0,0,10,1000000
4337,4337,0,0,10,1000000
4338,4338,0,0,10,1000000
4339,4339,0,0,10,1000000
4340,4340,0,0,10,1000000
4341,4341,0,0,10,1000000
4342,4342,0,0,10,1000000
4343,4343,0,0,10,1000000
4344,4344,0,0,10,1000000
4345,4345,0,0,10,1000000
4346,4346,0,0,10,1000000
4347,4347,0,0,10,1000000
4348,4348,0,0,10,1000000
4349,4349,0,0,10,1000000
4350,4350,0,0,10,1000000
4351,4351,0,0,10,1000000
4352,4352,0,0,10,1000000
4353,4353,0,0,10,1000000
4354,4354,0,0,10,1000000
4355,4355,0,0,10,1000000
4356,4356,0,0,10,1000000
4357,4357,0,0,10,1000000
4358,4358,0,0,10,1000000
4359,4359,0,0,10,1000000
4360,4360,0,0,10,1000000
4361,4361,0,0,10,1000000
4362,4362,0,0,10,1000000
4363,4363,0,0,10,1000000
4364,4364,0,0,10,1000000
4365,4365,0,0,10,1000000
4366,4366,0,0,10,1000000
4367,4367,0,0,10,1000000
4368,4368,0,0,10,1000000
4369,4369,0,0,10,1000000
4370,4370,0,0,10,1000000
4371,4371,0,0,10,1000000
4372,4372,0,0,10,1000000
4373,4373,0,0,10,1000000
4374,4374,0,0,10,1000000
4375,4375,0,0,10,1000000
4376,4376,0,0,10,1000000
4377,4377,0,0,10,1000000
4378,4378,0,0,10,1000000
4379,4379,0,0,10,1000000
4380,4380,0,0,10,1000000
4381,4381,0,0,10,1000000
4382,4382,0,0,10,1000000
4383,4383,0,0,10,1000000
4384,4384,0,0,10,1000000
4385,4385,0,0,10,1000000
4386,4386,0,0,10,1000000
4387,4387,0,0,10,1000000
4388,4388,0,0,10,1000000
4389,4389,0,0,10,1000000
4390,4390,0,0,10,1000000
4391,4391,0,0,10,1000000
4392,4392,0,0,10,1000000
4393,4393,0,0,10,1000000
4394,4394,0,0,10,1000000
4395,4395,0,0,10,1000000
4396,4396,0,0,10,1000000
4397,4397,0,0,10,1000000
4398,4398,0,0,10,1000000
4399,4399,0,0,10,1000000
4400,4400,0,0,10,1000000
4401,4401,0,0,10,1000000
4402,4402,0,0,10,1000000
4403,4403,0,0,10,1000000
4404,4404,0,0,10,1000000
4405,4405,0,0,10,1000000
4406,4406,0,0,10,1000000
4407,4407,0,0,10,1000000
4408,4408,0,0,10,1000000
4409,4409,0,0,10,1000000
4410,4410,0,0,10,1000000
4411,4411,0,0,10,1000000
4412,4412,0,0,10,1000000
4413,4413,0,0,10,1000000
4414,4414,0,0,10,1000000
4415,4415,0,0,10,1000000
4416,4416,0,0,10,1000000
4417,4417,0,0,10,1000000
4418,4418,0,0,10,1000000
4419,4419,0,0,10,1000000
4420,4420,0,0,10,1000000
4421,4421,0,0,10,1000000
4422,4422,0,0,10,1000000
4423,4423,0,0,10,1000000
4424,4424,0,0,10,1000000
4425,4425,0,0,10,1000000
4426,4426,0,0,10,1000000
4427,4427,0,0,10,1000000
4428,4428,0,0,10,1000000
4429,4429,0,0,10,1000000
4430,4430,0,0,10,1000000
4431,4431,0,0,10,1000000
4432,4432,0,0,10,1000000
4433,4433,0,0,10,1000000
4434,4434,0,0,10,1000000
4435,4435,0,0,10,1000000
4436,4436,0,0,10,1000000
4437,4437,0,0,10,1000000
4438,4438,0,0,10,1000000
4439,4439,0,0,10,1000000
4440,4440,0,0,10,1000000
4441,4441,0,0,10,1000000
4442,4442,0,0,10,1000000
4443,4443,0,0,10,1000000
4444,4444,0,0,10,1000000
4445,4445,0,0,10,1000000
4446,4446,0,0,10,1000000
4447,4447,0,0,10,1000000
4448,4448,0,0,10,1000000
4449,4449,0,0,10,1000000
4450,4450,0,0,10,1000000
4451,4451,0,0,10,1000000
4452,4452,0,0,10,1000000
4453,4453,0,0,10,1000000
4454,4454,0,0,10,1000000
4455,4455,0,0,10,1000000
4456,4456,0,0,10,1000000
4457,4457,0,0,10,1000000
4458,4458,0,0,10,1000000
4459,4459,0,0,10,1000000
4460,4460,0,0,10,1000000
4461,4461,0,0,10,1000000
4462,4462,0,0,10,1000000
4463,4463,0,0,10,1000000
4464,4464,0,0,10,1000000
4465,4465,0,0,10,1000000
4466,4466,0,0,10,1000000
4467,4467,0,0,10,1000000
4468,4468,0,0,10,1000000
4469,4469,0,0,10,1000000
4470,4470,0,0,10,1000000
4471,4471,0,0,10,1000000
4472,4472,0,0,10,1000000
4473,4473,0,0,10,1000000
4474,4474,0,0,10,1000000
4475,4475,0,0,10,1000000
4476,4476,0,0,10,1000000
4477,4477,0,0,10,1000000
4478,4478,0,0,10,1000000
4479,4479,0,0,10,1000000
4480,4480,0,0,10,1000000
4481,4481,0,0,10,1000000
4482,4482,0,0,10,1000000
4483,4483,0,0,10,1000000
4484,4484,0,0,10,1000000
4485,4485,0,0,10,1000000
4486,4486,0,0,10,1000000
4487,4487,0,0,10,1000000
4488,4488,0,0,10,1000000
4489,4489,0,0,10,1000000
4490,4490,0,0,10,1000000
4491,4491,0,0,10,1000000
4492,4492,0,0,10,1000000
4493,4493,0,0,10,1000000
4494,4494,0,0,10,1000000
4495,4495,0,0,10,1000000
4496,4496,0,0,10,1000000
4497,4497,0,0,10,1000000
4498,4498,0,0,10,1000000
4499,4499,0,0,10,1000000
4500,4500,0,0,10,1000000
4501,4501,0,0,10,1000000
4502,4502,0,0,10,1000000
4503,4503,0,0,10,1000000
4504,4504,0,0,10,1000000
4505,4505,0,0,10,1000000
4506,4506,0,0,10,1000000
4507,4507,0,0,10,1000000
4508,4508,0,0,10,1000000
4509,4509,0,0,10,1000000
4510,4510,0,0,10,1000000
4511,4511,0,0,10,1000000
4512,4512,0,0,10,1000000
4513,4513,0,0,10,1000000
4514,4514,0,0,10,1000000
4515,4515,0,0,10,1000000
4516,4516,0,0,10,1000000
4517,4517,0,0,10,1000000
4518,4518,0,0,10,1000000
4519,4519,0,0,10,1000000
4520,4520,0,0,10,1000000
4521,4521,0,0,10,1000000
4522,4522,0,0,10,1000000
4523,4523,0,0,10,1000000
4524,4524,0,0,10,1000000
4525,4525,0,0,10,1000000
4526,4526,0,0,10,1000000
4527,4527,0,0,10,1000000
4528,4528,0,0,10,1000000
4529,4529,0,0,10,1000000
4530,4530,0,0,10,1000000
4531,4531,0,0,10,1000000
4532,4532,0,0,10,1000000
4533,4533,0,0,10,1000000
4534,4534,0,0,10,1000000
4535,4535,0,0,10,1000000
4536,4536,0,0,10,1000000
4537,4537,0,0,10,1000000
4538,4538,0,0,10,1000000
4539,4539,0,0,10,1000000
4540,4540,0,0,10,1000000
4541,4541,0,0,10,1000000
4542,4542,0,0,10,1000000
4543,4543,0,0,10,1000000
4544,4544,0,0,10,1000000
4545,4545,0,0,10,1000000
4546,4546,0,0,10,1000000
4547,4547,0,0,10,1000000
4548,4548,0,0,10,1000000
4549,4549,0,0,10,1000000
4550,4550,0,0,10,1000000
4551,4551,0,0,10,1000000
4552,4552,0,0,10,1000000
4553,4553,0,0,10,1000000
4554,4554,0,0,10,1000000
4555,4555,0,0,10,1000000
4556,4556,0,0,10,1000000
4557,4557,0,0,10,1000000
4558,4558,0,0,10,1000000
4559,4559,0,0,10,1000000
4560,4560,0,0,10,1000000
4561,4561,0,0,10,1000000
4562,4562,0,0,10,1000000
4563,4563,0,0,10,1000000
4564,4564,0,0,10,1000000
4565,4565,0,0,10,1000000
4566,4566,0,0,10,1000000
4567,4567,0,0,10,1000000
4568,4568,0,0,10,1000000
4569,4569,0,0,10,1000000
4570,4570,0,0,10,1000000
4571,4571,0,0,10,1000000
4572,4572,0,0,10,1000000
4573,4573,0,0,10,1000000
4574,4574,0,0,10,1000000
4575,4575,0,0,10,1000000
4576,4576,0,0,10,1000000
4577,4577,0,0,10,1000000
4578,4578,0,0,10,1000000
4579,4579,0,0,10,1000000
4580,4580,0,0,10,1000000
4581,4581,0,0,10,1000000
4582,4582,0,0,10,1000000
4583,4583,0,0,10,1000000
4584,4584,0,0,10,1000000
4585,4585,0,0,10,1000000
4586,4586,0,0,10,1000000
4587,4587,0,0,10,1000000
4588,4588,0,0,10,1000000
4589,4589,0,0,10,1000000
4590,4590,0,0,10,1000000
4591,4591,0,0,10,1000000
4592,4592,0,0,10,1000000
4593,4593,0,0,10,1000000
4594,4594,0,0,10,1000000
4595,4595,0,0,10,1000000
4596,4596,0,0,10,1000000
4597,4597,0,0,10,1000000
4598,4598,0,0,10,1000000
4599,4599,0,0,10,1000000
4600,4600,0,0,10,1000000
4601,4601,0,0,10,1000000
4602,4602,0,0,10,1000000
4603,4603,0,0,10,1000000
4604,4604,0,0,10,1000000
4605,4605,0,0,10,1000000
4606,4606,0,0,10,1000000
4607,4607,0,0,10,1000000
4608,4608,0,0,10,1000000
4609,4609,0,0,10,1000000
4610,4610,0,0,10,1000000
4611,4611,0,0,10,1000000
4612,4612,0,0,10,1000000
4613,4613,0,0,10,1000000
4614,4614,0,0,10,1000000
4615,4615,0,0,10,1000000
4616,4616,0,0,10,1000000
4617,4617,0,0,10,1000000
4618,4618,0,0,10,1000000
4619,4619,0,0,10,1000000
4620,4620,0,0,10,1000000
4621,4621,0,0,10,1000000
4622,4622,0,0,10,1000000
4623,4623,0,0,10,1000000
4624,4624,0,0,10,1000000
4625,4625,0,0,10,1000000
4626,4626,0,0,10,1000000
4627,4627,0,0,10,1000000
4628,4628,0,0,10,1000000
4629,4629,0,0,10,1000000
4630,4630,0,0,10,1000000
4631,4631,0,0,10,1000000
4632,4632,0,0,10,1000000
4633,4633,0,0,10,1000000
4634,4634,0,0,10,1000000
4635,4635,0,0,10,1000000
4636,4636,0,0,10,1000000
4637,4637,0,0,10,1000000
4638,4638,0,0,10,1000000
4639,4639,0,0,10,1000000
4640,4640,0,0,10,1000000
4641,4641,0,0,10,1000000
4642,4642,0,0,10,1000000
4643,4643,0,0,10,1000000
4644,4644,0,0,10,1000000
4645,4645,0,0,10,1000000
4646,4646,0,0,10,1000000
4647,4647,0,0,10,1000000
4648,4648,0,0,10,1000000
4649,4649,0,0,10,1000000
4650,4650,0,0,10,1000000
4651,4651,0,0,10,1000000
4652,4652,0,0,10,1000000
4653,4653,0,0,10,1000000
4654,4654,0,0,10,1000000
4655,4655,0,0,10,1000000
4656,4656,0,0,10,1000000
4657,4657,0,0,10,1000000
4658,4658,0,0,10,1000000
4659,4659,0,0,10,1000000
4660,4660,0,0,10,1000000
4661,4661,0,0,10,1000000
4662,4662,0,0,10,1000000
4663,4663,0,0,10,1000000
4664,4664,0,0,10,1000000
4665,4665,0,0,10,1000000
4666,4666,0,0,10,1000000
4667,4667,0,0,10,1000000
4668,4668,0,0,10,1000000
4669,4669,0,0,10,1000000
4670,4670,0,0,10,1000000
4671,4671,0,0,10,1000000
4672,4672,0,0,10,1000000
4673,4673,0,0,10,1000000
4674,4674,0,0,10,1000000
4675,4675,0,0,10,1000000
4676,4676,0,0,10,1000000
4677,4677,0,0,10,1000000
4678,4678,0,0,10,1000000
4679,4679,0,0,10,1000000
4680,4680,0,0,10,1000000
4681,4681,0,0,10,1000000
4682,4682,0,0,10,1000000
4683,4683,0,0,10,1000000
4684,4684,0,0,10,1000000
4685,4685,0,0,10,1000000
4686,4686,0,0,10,1000000
4687,4687,0,0,10,1000000
4688,4688,0,0,10,1000000
4689,4689,0,0,10,1000000
4690,4690,0,0,10,1000000
4691,4691,0,0,10,1000000
4692,4692,0,0,10,1000000
4693,4693,0,0,10,1000000
4694,4694,0,0,10,1000000
4695,4695,0,0,10,1000000
4696,4696,0,0,10,1000000
4697,4697,0,0,10,1000000
4698,4698,0,0,10,1000000
4699,4699,0,0,10,1000000
4700,4700,0,0,10,1000000
4701,4701,0,0,10,1000000
4702,4702,0,0,10,1000000
4703,4703,0,0,10,1000000
4704,4704,0,0,10,1000000
4705,4705,0,0,10,1000000
4706,4706,0,0,10,1000000
4707,4707,0,0,10,1000000
4708,4708,0,0,10,1000000
4709,4709,0,0,10,1000000
4710,4710,0,0,10,1000000
4711,4711,0,0,10,1000000
4712,4712,0,0,10,1000000
4713,4713,0,0,10,1000000
4714,4714,0,0,10,1000000
4715,4715,0,0,10,1000000
4716,4716,0,0,10,1000000
4717,4717,0,0,10,1000000
4718,4718,0,0,10,1000000
4719,4719,0,0,10,1000000
4720,4720,0,0,10,1000000
4721,4721,0,0,10,1000000
4722,4722,0,0,10,1000000
4723,4723,0,0,10,1000000
4724,4724,0,0,10,1000000
4725,4725,0,0,10,1000000
4726,4726,0,0,10,1000000
4727,4727,0,0,10,1000000
4728,4728,0,0,10,1000000
4729,4729,0,0,10,1000000
4730,4730,0,0,10,1000000
4731,4731,0,0,10,1000000
4732,4732,0,0,10,1000000
4733,4733,0,0,10,1000000
4734,4734,0,0,10,1000000
4735,4735,0,0,10,1000000
4736,4736,0,0,10,1000000
4737,4737,0,0,10,1000000
4738,4738,0,0,10,1000000
4739,4739,0,0,10,1000000
4740,4740,0,0,10,1000000
4741,4741,0,0,10,1000000
4742,4742,0,0,10,1000000
4743,4743,0,0,10,1000000
4744,4744,0,0,10,1000000
4745,4745,0,0,10,1000000
4746,4746,0,0,10,1000000
4747,4747,0,0,10,1000000
4748,4748,0,0,10,1000000
4749,4749,0,0,10,1000000
4750,4750,0,0,10,1000000
4751,4751,0,0,10,1000000
4752,4752,0,0,10,1000000
4753,4753,0,0,10,1000000
4754,4754,0,0,10,1000000
4755,4755,0,0,10,1000000
4756,4756,0,0,10,1000000
4757,4757,0,0,10,1000000
4758,4758,0,0,10,1000000
4759,4759,0,0,10,1000000
4760,4760,0,0,10,1000000
4761,4761,0,0,10,1000000
4762,4762,0,0,10,1000000
4763,4763,0,0,10,1000000
4764,4764,0,0,10,1000000
4765,4765,0,0,10,1000000
4766,4766,0,0,10,1000000
4767,4767,0,0,10,1000000
4768,4768,0,0,10,1000000
4769,4769,0,0,10,1000000
4770,4770,0,0,10,1000000
4771,4771,0,0,10,1000000
4772,4772,0,0,10,1000000
4773,4773,0,0,10,1000000
4774,4774,0,0,10,1000000
4775,4775,0,0,10,1000000
4776,4776,0,0,10,1000000
4777,4777,0,0,10,1000000
4778,4778,0,0,10,1000000
4779,4779,0,0,10,1000000
4780,4780,0,0,10,1000000
4781,4781,0,0,10,1000000
4782,4782,0,0,10,1000000
4783,4783,0,0,10,1000000
4784,4784,0,0,10,1000000
4785,4785,0,0,10,1000000
4786,4786,0,0,10,1000000
4787,4787,0,0,10,1000000
4788,4788,0,0,10,1000000
4789,4789,0,0,10,1000000
4790,4790,0,0,10,1000000
4791,4791,0,0,10,1000000
4792,4792,0,0,10,1000000
4793,4793,0,0,10,1000000
4794,4794,0,0,10,1000000
4795,4795,0,0,10,1000000
4796,4796,0,0,10,1000000
4797,4797,0,0,10,1000000
4798,4798,0,0,10,1000000
4799,4799,0,0,10,1000000
4800,4800,0,0,10,1000000
4801,4801,0,0,10,1000000
4802,4802,0,0,10,1000000
4803,4803,0,0,10,1000000
4804,4804,0,0,10,1000000
4805,4805,0,0,10,1000000
4806,4806,0,0,10,1000000
4807,4807,0,0,10,1000000
4808,4808,0,0,10,1000000
4809,4809,0,0,10,1000000
4810,4810,0,0,10,1000000
4811,4811,0,0,10,1000000
4812,4812,0,0,10,1000000
4813,4813,0,0,10,1000000
4814,4814,0,0,10,1000000
4815,4815,0,0,10,1000000
4816,4816,0,0,10,1000000
4817,4817,0,0,10,1000000
4818,4818,0,0,10,1000000
4819,4819,0,0,10,1000000
4820,4820,0,0,10,1000000
4821,4821,0,0,10,1000000
4822,4822,0,0,10,1000000
4823,4823,0,0,10,1000000
4824,4824,0,0,10,1000000
4825,4825,0,0,10,1000000
4826,4826,0,0,10,1000000
4827,4827,0,0,10,1000000
4828,4828,0,0,10,1000000
4829,4829,0,0,10,1000000
4830,4830,0,0,10,1000000
4831,4831,0,0,10,1000000
4832,4832,0,0,10,1000000
4833,4833,0,0,10,1000000
4834,4834,0,0,10,1000000
4835,4835,0,0,10,1000000
4836,4836,0,0,10,1000000
4837,4837,0,0,10,1000000
4838,4838,0,0,10,1000000
4839,4839,0,0,10,1000000
4840,4840,0,0,10,1000000
4841,4841,0,0,10,1000000
4842,4842,0,0,10,1000000
4843,4843,0,0,10,1000000
4844,4844,0,0,10,1000000
4845,4845,0,0,10,1000000
4846,4846,0,0,10,1000000
4847,4847,0,0,10,1000000
4848,4848,0,0,10,1000000
4849,4849,0,0,10,1000000
4850,4850,0,0,10,1000000
4851,4851,0,0,10,1000000
4852,4852,0,0,10,1000000
4853,4853,0,0,10,1000000
4854,4854,0,0,10,1000000
4855,4855,0,0,10,1000000
4856,4856,0,0,10,1000000
4857,4857,0,0,10,1000000
4858,4858,0,0,10,1000000
4859,4859,0,0,10,1000000
4860,4860,0,0,10,1000000
4861,4861,0,0,10,1000000
4862,4862,0,0,10,1000000
4863,4863,0,0,10,1000000
4864,4864,0,0,10,1000000
4865,4865,0,0,10,1000000
4866,4866,0,0,10,1000000
4867,4867,0,0,10,1000000
4868,4868,0,0,10,1000000
4869,4869,0,0,10,1000000
4870,4870,0,0,10,1000000
4871,4871,0,0,10,1000000
4872,4872,0,0,10,1000000
4873,4873,0,0,10,1000000
4874,4874,0,0,10,1000000
4875,4875,0,0,10,1000000
4876,4876,0,0,10,1000000
4877,4877,0,0,10,1000000
4878,4878,0,0,10,1000000
4879,4879,0,0,10,1000000
4880,4880,0,0,10,1000000
4881,4881,0,0,10,1000000
4882,4882,0,0,10,1000000
4883,4883,0,0,10,1000000
4884,4884,0,0,10,1000000
4885,4885,0,0,10,1000000
4886,4886,0,0,10,1000000
4887,4887,0,0,10,1000000
4888,4888,0,0,10,1000000
4889,4889,0,0,10,1000000
4890,4890,0,0,10,1000000
4891,4891,0,0,10,1000000
4892,4892,0,0,10,1000000
4893,4893,0,0,10,1000000
4894,4894,0,0,10,1000000
4895,4895,0,0,10,1000000
4896,4896,0,0,10,1000000
4897,4897,0,0,10,1000000
4898,4898,0,0,10,1000000
4899,4899,0,0,10,1000000
4900,4900,0,0,10,1000000
4901,4901,0,0,10,1000000
4902,4902,0,0,10,1000000
4903,4903,0,0,10,1000000
4904,4904,0,0,10,1000000
4905,4905,0,0,10,1000000
4906,4906,0,0,10,1000000
4907,4907,0,0,10,1000000
4908,4908,0,0,10,1000000
4909,4909,0,0,10,1000000
4910,4910,0,0,10,1000000
4911,4911,0,0,10,1000000
4912,4912,0,0,10,1000000
4913,4913,0,0,10,1000000
4914,4914,0,0,10,1000000
4915,4915,0,0,10,1000000
4916,4916,0,0,10,1000000
4917,4917,0,0,10,1000000
4918,4918,0,0,10,1000000
4919,4919,0,0,10,1000000
4920,4920,0,0,10,1000000
4921,4921,0,0,10,1000000
4922,4922,0,0,10,1000000
4923,4923,0,0,10,1000000
4924,4924,0,0,10,1000000
4925,4925,0,0,10,1000000
4926,4926,0,0,10,1000000
4927,4927,0,0,10,1000000
4928,4928,0,0,10,1000000
4929,4929,0,0,10,1000000
4930,4930,0,0,10,1000000
4931,4931,0,0,10,1000000
4932,4932,0,0,10,1000000
4933,4933,0,0,10,1000000
4934,4934,0,0,10,1000000
4935,4935,0,0,10,1000000
4936,4936,0,0,10,1000000
4937,4937,0,0,10,1000000
4938,4938,0,0,10,1000000
4939,4939,0,0,10,1000000
4940,4940,0,0,10,1000000
4941,4941,0,0,10,1000000
4942,4942,0,0,10,1000000
4943,4943,0,0,10,1000000
4944,4944,0,0,10,1000000
4945,4945,0,0,10,1000000
4946,4946,0,0,10,1000000
4947,4947,0,0,10,1000000
4948,4948,0,0,10,1000000
4949,4949,0,0,10,1000000
4950,4950,0,0,10,1000000
4951,4951,0,0,10,1000000
